neighborhood,borough,date,discountShare,medianAskingRent,totalInventory
Prospect Lefferts Gardens,Brooklyn,9/1/19,0.119,2300,236
Prospect Lefferts Gardens,Brooklyn,10/1/19,0.121,2400,206
Prospect Lefferts Gardens,Brooklyn,11/1/19,0.135,2281,178
Prospect Lefferts Gardens,Brooklyn,12/1/19,0.202,2200,183
Prospect Lefferts Gardens,Brooklyn,1/1/20,0.121,2400,207
Prospect Lefferts Gardens,Brooklyn,2/1/20,0.128,2347,172
Prospect Lefferts Gardens,Brooklyn,3/1/20,0.146,2285,151
Prospect Lefferts Gardens,Brooklyn,4/1/20,0.184,2400,152
Prospect Lefferts Gardens,Brooklyn,5/1/20,0.176,2450,244
Prospect Lefferts Gardens,Brooklyn,6/1/20,0.196,2350,362
Prospect Lefferts Gardens,Brooklyn,7/1/20,0.195,2395,461
Prospect Lefferts Gardens,Brooklyn,8/1/20,0.203,2300,507
Prospect Lefferts Gardens,Brooklyn,9/1/20,0.223,2195,583
Prospect Lefferts Gardens,Brooklyn,10/1/20,0.177,2199,524
Prospect Lefferts Gardens,Brooklyn,11/1/20,0.215,2100,428
Prospect Lefferts Gardens,Brooklyn,12/1/20,0.135,2000,399
Prospect Lefferts Gardens,Brooklyn,1/1/21,0.138,2000,385
Prospect Lefferts Gardens,Brooklyn,2/1/21,0.116,2000,354
Prospect Lefferts Gardens,Brooklyn,3/1/21,0.125,1995,328
Prospect Lefferts Gardens,Brooklyn,4/1/21,0.107,1995,336
Prospect Lefferts Gardens,Brooklyn,5/1/21,0.091,2195,405
Prospect Lefferts Gardens,Brooklyn,6/1/21,0.109,2200,431
Prospect Lefferts Gardens,Brooklyn,7/1/21,0.093,2400,375
Prospect Lefferts Gardens,Brooklyn,8/1/21,0.09,2400,345
Prospect Lefferts Gardens,Brooklyn,9/1/21,0.077,2495,273
Prospect Lefferts Gardens,Brooklyn,10/1/21,0.101,2400,286
Prospect Lefferts Gardens,Brooklyn,11/1/21,0.107,2350,244
Prospect Lefferts Gardens,Brooklyn,12/1/21,0.088,2300,249
Prospect Lefferts Gardens,Brooklyn,1/1/22,0.085,2300,224
Prospect Lefferts Gardens,Brooklyn,2/1/22,0.067,2353,164
Prospect Lefferts Gardens,Brooklyn,3/1/22,0.064,2520,171
Prospect Park South,Brooklyn,1/1/19,0.092,2150,260
Prospect Park South,Brooklyn,2/1/19,0.084,2150,273
Prospect Park South,Brooklyn,3/1/19,0.107,2195,242
Prospect Park South,Brooklyn,4/1/19,0.108,2200,213
Prospect Park South,Brooklyn,5/1/19,0.141,2250,269
Prospect Park South,Brooklyn,6/1/19,0.12,2250,233
Prospect Park South,Brooklyn,7/1/19,0.039,2250,152
Prospect Park South,Brooklyn,8/1/19,0.062,2200,195
Prospect Park South,Brooklyn,9/1/19,0.112,2199,178
Prospect Park South,Brooklyn,10/1/19,0.101,2154,129
Prospect Park South,Brooklyn,11/1/19,0.102,1999,118
Prospect Park South,Brooklyn,12/1/19,0.119,2242,118
Prospect Park South,Brooklyn,1/1/20,0.143,2200,112
Prospect Park South,Brooklyn,2/1/20,0.04,2100,125
Prospect Park South,Brooklyn,3/1/20,0.066,2100,121
Prospect Park South,Brooklyn,4/1/20,0.077,2195,91
Prospect Park South,Brooklyn,5/1/20,0.162,2199,148
Prospect Park South,Brooklyn,6/1/20,0.163,2199,208
Prospect Park South,Brooklyn,7/1/20,0.127,2195,228
Prospect Park South,Brooklyn,8/1/20,0.202,2150,277
Prospect Park South,Brooklyn,9/1/20,0.22,2099,259
Prospect Park South,Brooklyn,10/1/20,0.217,2086,258
Prospect Park South,Brooklyn,11/1/20,0.247,1995,251
Prospect Park South,Brooklyn,12/1/20,0.141,1897,220
Prospect Park South,Brooklyn,1/1/21,0.121,1900,207
Prospect Park South,Brooklyn,2/1/21,0.107,1850,178
Prospect Park South,Brooklyn,3/1/21,0.108,1895,195
Prospect Park South,Brooklyn,4/1/21,0.155,1895,213
Prospect Park South,Brooklyn,5/1/21,0.078,2100,230
Prospect Park South,Brooklyn,6/1/21,0.106,2250,246
Prospect Park South,Brooklyn,7/1/21,0.102,2300,215
Prospect Park South,Brooklyn,8/1/21,0.096,2150,177
Prospect Park South,Brooklyn,9/1/21,0.072,2325,139
Prospect Park South,Brooklyn,10/1/21,0.067,2200,163
Prospect Park South,Brooklyn,11/1/21,0.107,2263,150
Prospect Park South,Brooklyn,12/1/21,0.122,2200,98
Prospect Park South,Brooklyn,1/1/22,0.052,2250,77
Prospect Park South,Brooklyn,2/1/22,0.049,2150,82
Prospect Park South,Brooklyn,3/1/22,0.022,2253,90
Queens Village,Queens,1/1/19,0,0,6
Queens Village,Queens,2/1/19,0,0,4
Queens Village,Queens,3/1/19,0,0,2
Queens Village,Queens,4/1/19,0,0,2
Queens Village,Queens,5/1/19,0,0,8
Queens Village,Queens,6/1/19,0,0,3
Queens Village,Queens,7/1/19,0,0,1
Queens Village,Queens,8/1/19,0,0,1
Queens Village,Queens,9/1/19,0,0,7
Queens Village,Queens,10/1/19,0,0,9
Queens Village,Queens,11/1/19,0,0,9
Queens Village,Queens,12/1/19,0,0,6
Queens Village,Queens,1/1/20,0,0,7
Queens Village,Queens,2/1/20,0,0,9
Queens Village,Queens,3/1/20,0,2125,10
Queens Village,Queens,4/1/20,0,0,6
Queens Village,Queens,5/1/20,0,0,6
Queens Village,Queens,6/1/20,0,2100,11
Queens Village,Queens,7/1/20,0,0,8
Queens Village,Queens,8/1/20,0,0,7
Queens Village,Queens,9/1/20,0,2125,10
Queens Village,Queens,10/1/20,0,0,7
Queens Village,Queens,11/1/20,0,0,5
Queens Village,Queens,12/1/20,0,0,5
Queens Village,Queens,1/1/21,0,0,8
Queens Village,Queens,2/1/21,0,0,4
Queens Village,Queens,3/1/21,0,1600,10
Queens Village,Queens,4/1/21,0,0,6
Queens Village,Queens,5/1/21,0,0,4
Queens Village,Queens,6/1/21,0,0,6
Queens Village,Queens,7/1/21,0,0,4
Queens Village,Queens,8/1/21,0,0,5
Queens Village,Queens,9/1/21,0,2125,10
Queens Village,Queens,10/1/21,0,1975,10
Queens Village,Queens,11/1/21,0,1999,11
Queens Village,Queens,12/1/21,0,0,9
Queens Village,Queens,1/1/22,0.091,2200,11
Queens Village,Queens,2/1/22,0,2150,12
Queens Village,Queens,3/1/22,0.118,1850,17
Red Hook,Brooklyn,1/1/19,0.121,2613,58
Red Hook,Brooklyn,2/1/19,0.125,2700,40
Red Hook,Brooklyn,3/1/19,0.178,2750,45
Red Hook,Brooklyn,4/1/19,0.079,2700,38
Red Hook,Brooklyn,5/1/19,0.167,2700,42
Red Hook,Brooklyn,6/1/19,0.103,2950,39
Red Hook,Brooklyn,7/1/19,0.222,2700,45
Red Hook,Brooklyn,8/1/19,0.234,2700,47
Red Hook,Brooklyn,9/1/19,0.25,2750,52
Red Hook,Brooklyn,10/1/19,0.347,2749,49
Red Hook,Brooklyn,11/1/19,0.19,2700,42
Red Hook,Brooklyn,12/1/19,0.174,2700,23
Red Hook,Brooklyn,1/1/20,0.056,2600,18
Red Hook,Brooklyn,2/1/20,0.091,2575,22
Red Hook,Brooklyn,3/1/20,0.12,2700,25
Red Hook,Brooklyn,4/1/20,0.167,2675,24
Red Hook,Brooklyn,5/1/20,0.2,2850,40
Red Hook,Brooklyn,6/1/20,0.067,2800,45
Red Hook,Brooklyn,7/1/20,0.122,2700,41
Red Hook,Brooklyn,8/1/20,0.239,2675,46
Red Hook,Brooklyn,9/1/20,0.184,2500,49
Red Hook,Brooklyn,10/1/20,0.41,2200,39
Red Hook,Brooklyn,11/1/20,0.205,2425,44
Red Hook,Brooklyn,12/1/20,0.196,2550,56
Red Hook,Brooklyn,1/1/21,0.191,2500,47
Red Hook,Brooklyn,2/1/21,0.163,2500,43
Red Hook,Brooklyn,3/1/21,0.043,2300,47
Red Hook,Brooklyn,4/1/21,0.091,2300,44
Red Hook,Brooklyn,5/1/21,0.091,2300,33
Red Hook,Brooklyn,6/1/21,0.122,2400,41
Red Hook,Brooklyn,7/1/21,0.079,2300,38
Red Hook,Brooklyn,8/1/21,0.129,2200,31
Red Hook,Brooklyn,9/1/21,0.043,2100,23
Red Hook,Brooklyn,10/1/21,0.103,3100,29
Red Hook,Brooklyn,11/1/21,0.065,3150,31
Red Hook,Brooklyn,12/1/21,0.111,2903,18
Red Hook,Brooklyn,1/1/22,0.056,2925,18
Red Hook,Brooklyn,2/1/22,0.125,2575,16
Red Hook,Brooklyn,3/1/22,0,2948,18
Rego Park,Queens,1/1/19,0.208,2000,231
Rego Park,Queens,2/1/19,0.167,2057,221
Rego Park,Queens,3/1/19,0.173,2150,237
Rego Park,Queens,4/1/19,0.12,2098,242
Rego Park,Queens,5/1/19,0.166,1950,241
Rego Park,Queens,6/1/19,0.102,2060,244
Rego Park,Queens,7/1/19,0.203,2100,236
Rego Park,Queens,8/1/19,0.213,2162,230
Rego Park,Queens,9/1/19,0.175,2200,228
Rego Park,Queens,10/1/19,0.188,2000,213
Rego Park,Queens,11/1/19,0.303,2132,178
Rego Park,Queens,12/1/19,0.102,2105,177
Rego Park,Queens,1/1/20,0.141,2150,191
Rego Park,Queens,2/1/20,0.123,2100,187
Rego Park,Queens,3/1/20,0.119,2100,143
Rego Park,Queens,4/1/20,0.202,2100,114
Rego Park,Queens,5/1/20,0.15,2100,140
Rego Park,Queens,6/1/20,0.217,2100,157
Rego Park,Queens,7/1/20,0.246,1945,167
Rego Park,Queens,8/1/20,0.186,1900,247
Rego Park,Queens,9/1/20,0.217,1947,267
Rego Park,Queens,10/1/20,0.255,1900,255
Rego Park,Queens,11/1/20,0.171,1950,263
Rego Park,Queens,12/1/20,0.247,1950,219
Rego Park,Queens,1/1/21,0.106,2000,284
Rego Park,Queens,2/1/21,0.129,2000,280
Rego Park,Queens,3/1/21,0.121,1850,355
Rego Park,Queens,4/1/21,0.106,1963,320
Rego Park,Queens,5/1/21,0.107,2000,261
Rego Park,Queens,6/1/21,0.117,2078,274
Rego Park,Queens,7/1/21,0.056,2100,266
Rego Park,Queens,8/1/21,0.102,1950,283
Rego Park,Queens,9/1/21,0.11,2000,245
Rego Park,Queens,10/1/21,0.072,2000,235
Rego Park,Queens,11/1/21,0.172,2061,239
Rego Park,Queens,12/1/21,0.083,2200,206
Rego Park,Queens,1/1/22,0.093,2200,161
Rego Park,Queens,2/1/22,0.124,2040,161
Rego Park,Queens,3/1/22,0.127,1995,220
Richmond Hill,Queens,1/1/19,0.077,1788,13
Richmond Hill,Queens,2/1/19,0,0,8
Richmond Hill,Queens,3/1/19,0,0,4
Richmond Hill,Queens,4/1/19,0,0,7
Richmond Hill,Queens,5/1/19,0.294,1675,17
Richmond Hill,Queens,6/1/19,0.2,1713,10
Richmond Hill,Queens,7/1/19,0.25,1688,12
Richmond Hill,Queens,8/1/19,0.042,1695,24
Richmond Hill,Queens,9/1/19,0,0,7
Richmond Hill,Queens,10/1/19,0.273,1675,11
Richmond Hill,Queens,11/1/19,0,2050,10
Richmond Hill,Queens,12/1/19,0.364,1850,11
Richmond Hill,Queens,1/1/20,0.071,1850,14
Richmond Hill,Queens,2/1/20,0,1850,11
Richmond Hill,Queens,3/1/20,0,0,8
Richmond Hill,Queens,4/1/20,0,0,3
Richmond Hill,Queens,5/1/20,0.1,1900,10
Richmond Hill,Queens,6/1/20,0.25,1900,12
Richmond Hill,Queens,7/1/20,0,0,8
Richmond Hill,Queens,8/1/20,0.2,1700,10
Richmond Hill,Queens,9/1/20,0,0,6
Richmond Hill,Queens,10/1/20,0,0,9
Richmond Hill,Queens,11/1/20,0,0,9
Richmond Hill,Queens,12/1/20,0,0,9
Richmond Hill,Queens,1/1/21,0.053,1900,19
Richmond Hill,Queens,2/1/21,0.071,1938,14
Richmond Hill,Queens,3/1/21,0,1900,11
Richmond Hill,Queens,4/1/21,0.071,1900,14
Richmond Hill,Queens,5/1/21,0.188,1725,16
Richmond Hill,Queens,6/1/21,0.154,1725,26
Richmond Hill,Queens,7/1/21,0.045,1950,22
Richmond Hill,Queens,8/1/21,0.154,1875,26
Richmond Hill,Queens,9/1/21,0.12,1695,25
Richmond Hill,Queens,10/1/21,0.138,1700,29
Richmond Hill,Queens,11/1/21,0,1698,14
Richmond Hill,Queens,12/1/21,0,1898,12
Richmond Hill,Queens,1/1/22,0,2100,11
Richmond Hill,Queens,2/1/22,0.062,1713,16
Richmond Hill,Queens,3/1/22,0,1675,12
Ridgewood,Queens,1/1/19,0.194,2375,418
Ridgewood,Queens,2/1/19,0.145,2300,401
Ridgewood,Queens,3/1/19,0.167,2400,442
Ridgewood,Queens,4/1/19,0.179,2500,447
Ridgewood,Queens,5/1/19,0.178,2599,454
Ridgewood,Queens,6/1/19,0.183,2673,458
Ridgewood,Queens,7/1/19,0.147,2700,402
Ridgewood,Queens,8/1/19,0.185,2700,352
Ridgewood,Queens,9/1/19,0.149,2500,281
Ridgewood,Queens,10/1/19,0.19,2500,231
Ridgewood,Queens,11/1/19,0.188,2498,223
Ridgewood,Queens,12/1/19,0.206,2400,204
Ridgewood,Queens,1/1/20,0.172,2500,261
Ridgewood,Queens,2/1/20,0.169,2500,242
Ridgewood,Queens,3/1/20,0.148,2474,237
Ridgewood,Queens,4/1/20,0.182,2500,165
Ridgewood,Queens,5/1/20,0.162,2513,290
Ridgewood,Queens,6/1/20,0.273,2540,406
Ridgewood,Queens,7/1/20,0.184,2500,570
Ridgewood,Queens,8/1/20,0.22,2425,644
Ridgewood,Queens,9/1/20,0.214,2397,571
Ridgewood,Queens,10/1/20,0.228,2299,539
Ridgewood,Queens,11/1/20,0.171,2250,508
Ridgewood,Queens,12/1/20,0.124,2250,444
Ridgewood,Queens,1/1/21,0.13,2250,476
Ridgewood,Queens,2/1/21,0.143,2200,467
Ridgewood,Queens,3/1/21,0.11,2200,527
Ridgewood,Queens,4/1/21,0.114,2200,578
Ridgewood,Queens,5/1/21,0.135,2299,638
Ridgewood,Queens,6/1/21,0.114,2400,684
Ridgewood,Queens,7/1/21,0.08,2500,672
Ridgewood,Queens,8/1/21,0.126,2595,555
Ridgewood,Queens,9/1/21,0.107,2550,345
Ridgewood,Queens,10/1/21,0.146,2499,390
Ridgewood,Queens,11/1/21,0.094,2560,342
Ridgewood,Queens,12/1/21,0.108,2550,277
Ridgewood,Queens,1/1/22,0.09,2500,290
Ridgewood,Queens,2/1/22,0.086,2650,266
Ridgewood,Queens,3/1/22,0.127,2697,292
Riverdale,Bronx,1/1/19,0.128,2250,289
Riverdale,Bronx,2/1/19,0.112,2200,267
Riverdale,Bronx,3/1/19,0.101,2200,248
Riverdale,Bronx,4/1/19,0.145,2200,228
Riverdale,Bronx,5/1/19,0.181,2200,227
Riverdale,Bronx,6/1/19,0.082,2200,219
Riverdale,Bronx,7/1/19,0.102,2297,226
Riverdale,Bronx,8/1/19,0.098,2300,193
Riverdale,Bronx,9/1/19,0.142,2295,183
Riverdale,Bronx,10/1/19,0.144,2300,201
Riverdale,Bronx,11/1/19,0.199,2300,201
Riverdale,Bronx,12/1/19,0.131,2300,183
Riverdale,Bronx,1/1/20,0.064,2380,187
Riverdale,Bronx,2/1/20,0.087,2398,172
Riverdale,Bronx,3/1/20,0.114,2400,149
Riverdale,Bronx,4/1/20,0.105,2473,114
Riverdale,Bronx,5/1/20,0.085,2350,165
Riverdale,Bronx,6/1/20,0.049,2385,162
Riverdale,Bronx,7/1/20,0.069,2450,173
Riverdale,Bronx,8/1/20,0.127,2450,173
Riverdale,Bronx,9/1/20,0.152,2473,178
Riverdale,Bronx,10/1/20,0.199,2395,181
Riverdale,Bronx,11/1/20,0.083,2300,193
Riverdale,Bronx,12/1/20,0.112,2250,196
Riverdale,Bronx,1/1/21,0.125,2293,184
Riverdale,Bronx,2/1/21,0.106,2347,180
Riverdale,Bronx,3/1/21,0.121,2215,165
Riverdale,Bronx,4/1/21,0.09,2250,155
Riverdale,Bronx,5/1/21,0.084,2300,154
Riverdale,Bronx,6/1/21,0.096,2397,178
Riverdale,Bronx,7/1/21,0.121,2380,206
Riverdale,Bronx,8/1/21,0.124,2499,209
Riverdale,Bronx,9/1/21,0.06,2550,168
Riverdale,Bronx,10/1/21,0.101,2575,179
Riverdale,Bronx,11/1/21,0.099,2470,171
Riverdale,Bronx,12/1/21,0.066,2340,166
Riverdale,Bronx,1/1/22,0.073,2395,164
Riverdale,Bronx,2/1/22,0.066,2450,152
Riverdale,Bronx,3/1/22,0.126,2464,167
Rockaway All,Queens,1/1/19,0.013,1900,75
Rockaway All,Queens,2/1/19,0.081,1900,74
Rockaway All,Queens,3/1/19,0.117,1850,77
Rockaway All,Queens,4/1/19,0.083,1997,60
Rockaway All,Queens,5/1/19,0.087,1895,69
Rockaway All,Queens,6/1/19,0.127,2050,71
Rockaway All,Queens,7/1/19,0.136,2050,59
Rockaway All,Queens,8/1/19,0.105,2065,57
Rockaway All,Queens,9/1/19,0.113,1999,71
Rockaway All,Queens,10/1/19,0.1,2000,70
Rockaway All,Queens,11/1/19,0.14,1997,50
Rockaway All,Queens,12/1/19,0.068,2000,44
Rockaway All,Queens,1/1/20,0.045,1942,66
Rockaway All,Queens,2/1/20,0.044,1800,45
Rockaway All,Queens,3/1/20,0.095,1800,42
Rockaway All,Queens,4/1/20,0.051,1800,39
Rockaway All,Queens,5/1/20,0.146,1998,48
Rockaway All,Queens,6/1/20,0.018,1825,56
Rockaway All,Queens,7/1/20,0.194,1925,62
Rockaway All,Queens,8/1/20,0.021,1924,47
Rockaway All,Queens,9/1/20,0.087,1868,46
Rockaway All,Queens,10/1/20,0.109,1900,46
Rockaway All,Queens,11/1/20,0.105,1900,38
Rockaway All,Queens,12/1/20,0.097,2050,31
Rockaway All,Queens,1/1/21,0.079,1912,38
Rockaway All,Queens,2/1/21,0.273,1912,44
Rockaway All,Queens,3/1/21,0.085,1750,47
Rockaway All,Queens,4/1/21,0.091,1900,44
Rockaway All,Queens,5/1/21,0.053,2017,38
Rockaway All,Queens,6/1/21,0.075,2050,40
Rockaway All,Queens,7/1/21,0.128,2000,39
Rockaway All,Queens,8/1/21,0.143,2200,42
Rockaway All,Queens,9/1/21,0.028,2209,36
Rockaway All,Queens,10/1/21,0.132,2200,53
Rockaway All,Queens,11/1/21,0.067,2075,60
Rockaway All,Queens,12/1/21,0.167,1973,72
Rockaway All,Queens,1/1/22,0.014,1997,74
Rockaway All,Queens,2/1/22,0.031,2200,65
Rockaway All,Queens,3/1/22,0.079,2049,63
Roosevelt Island,Manhattan,1/1/19,0.188,3423,80
Roosevelt Island,Manhattan,2/1/19,0.322,3224,90
Roosevelt Island,Manhattan,3/1/19,0.289,3250,83
Roosevelt Island,Manhattan,4/1/19,0.22,3345,82
Roosevelt Island,Manhattan,5/1/19,0.151,3278,106
Roosevelt Island,Manhattan,6/1/19,0.304,3593,102
Roosevelt Island,Manhattan,7/1/19,0.284,3595,81
Roosevelt Island,Manhattan,8/1/19,0.253,3500,83
Roosevelt Island,Manhattan,9/1/19,0.237,3595,59
Roosevelt Island,Manhattan,10/1/19,0.37,3610,46
Roosevelt Island,Manhattan,11/1/19,0.353,3795,34
Roosevelt Island,Manhattan,12/1/19,0.175,3398,40
Roosevelt Island,Manhattan,1/1/20,0.315,3400,54
Roosevelt Island,Manhattan,2/1/20,0.442,3243,52
Roosevelt Island,Manhattan,3/1/20,0.407,3106,59
Roosevelt Island,Manhattan,4/1/20,0.323,3092,65
Roosevelt Island,Manhattan,5/1/20,0.544,3200,79
Roosevelt Island,Manhattan,6/1/20,0.495,3200,109
Roosevelt Island,Manhattan,7/1/20,0.38,3300,121
Roosevelt Island,Manhattan,8/1/20,0.358,3300,109
Roosevelt Island,Manhattan,9/1/20,0.451,3350,113
Roosevelt Island,Manhattan,10/1/20,0.346,3295,107
Roosevelt Island,Manhattan,11/1/20,0.379,3320,95
Roosevelt Island,Manhattan,12/1/20,0.424,3225,99
Roosevelt Island,Manhattan,1/1/21,0.373,2917,110
Roosevelt Island,Manhattan,2/1/21,0.222,2917,108
Roosevelt Island,Manhattan,3/1/21,0.276,2885,98
Roosevelt Island,Manhattan,4/1/21,0.183,3200,115
Roosevelt Island,Manhattan,5/1/21,0.284,3193,116
Roosevelt Island,Manhattan,6/1/21,0.132,3025,129
Roosevelt Island,Manhattan,7/1/21,0.215,3395,107
Roosevelt Island,Manhattan,8/1/21,0.405,3495,79
Roosevelt Island,Manhattan,9/1/21,0.321,3367,78
Roosevelt Island,Manhattan,10/1/21,0.149,3480,67
Roosevelt Island,Manhattan,11/1/21,0.462,3679,39
Roosevelt Island,Manhattan,12/1/21,0.122,3750,41
Roosevelt Island,Manhattan,1/1/22,0.489,3700,45
Roosevelt Island,Manhattan,2/1/22,0.312,3819,48
Roosevelt Island,Manhattan,3/1/22,0.333,3482,54
Rosedale,Queens,1/1/19,0,0,1
Rosedale,Queens,2/1/19,0,0,1
Rosedale,Queens,3/1/19,0,0,2
Rosedale,Queens,4/1/19,0,0,3
Rosedale,Queens,5/1/19,0,0,3
Rosedale,Queens,6/1/19,0,0,3
Rosedale,Queens,7/1/19,0,0,1
Rosedale,Queens,8/1/19,0,0,3
Rosedale,Queens,9/1/19,0,0,2
Rosedale,Queens,10/1/19,0,0,2
Rosedale,Queens,11/1/19,0,0,0
Rosedale,Queens,12/1/19,0,0,1
Rosedale,Queens,1/1/20,0,0,1
Rosedale,Queens,2/1/20,0,0,0
Rosedale,Queens,3/1/20,0,0,0
Rosedale,Queens,4/1/20,0,0,2
Rosedale,Queens,5/1/20,0,0,2
Rosedale,Queens,6/1/20,0,0,2
Rosedale,Queens,7/1/20,0,0,1
Rosedale,Queens,8/1/20,0,0,0
Rosedale,Queens,9/1/20,0,0,1
Rosedale,Queens,10/1/20,0,0,4
Rosedale,Queens,11/1/20,0,0,3
Rosedale,Queens,12/1/20,0,0,1
Rosedale,Queens,1/1/21,0,0,1
Rosedale,Queens,2/1/21,0,0,0
Rosedale,Queens,3/1/21,0,0,2
Rosedale,Queens,4/1/21,0,0,2
Rosedale,Queens,5/1/21,0,0,2
Rosedale,Queens,6/1/21,0,0,2
Rosedale,Queens,7/1/21,0,0,1
Rosedale,Queens,8/1/21,0,0,1
Rosedale,Queens,9/1/21,0,0,0
Rosedale,Queens,10/1/21,0,0,4
Rosedale,Queens,11/1/21,0,0,2
Rosedale,Queens,12/1/21,0,0,2
Rosedale,Queens,1/1/22,0,0,4
Rosedale,Queens,2/1/22,0,0,1
Rosedale,Queens,3/1/22,0,0,0
Schuylerville,Bronx,1/1/19,0,0,3
Schuylerville,Bronx,2/1/19,0,0,2
Schuylerville,Bronx,3/1/19,0,0,1
Schuylerville,Bronx,4/1/19,0,0,3
Schuylerville,Bronx,5/1/19,0,0,2
Schuylerville,Bronx,6/1/19,0,0,4
Schuylerville,Bronx,7/1/19,0,0,6
Schuylerville,Bronx,8/1/19,0,0,6
Schuylerville,Bronx,9/1/19,0,0,5
Schuylerville,Bronx,10/1/19,0,0,1
Schuylerville,Bronx,11/1/19,0,0,3
Schuylerville,Bronx,12/1/19,0,0,4
Schuylerville,Bronx,1/1/20,0,0,4
Schuylerville,Bronx,2/1/20,0,0,1
Schuylerville,Bronx,3/1/20,0,0,1
Schuylerville,Bronx,4/1/20,0,0,1
Schuylerville,Bronx,5/1/20,0,0,5
Schuylerville,Bronx,6/1/20,0,0,6
Schuylerville,Bronx,7/1/20,0,0,5
Schuylerville,Bronx,8/1/20,0,0,5
Schuylerville,Bronx,9/1/20,0,0,3
Schuylerville,Bronx,10/1/20,0,0,3
Schuylerville,Bronx,11/1/20,0,0,4
Schuylerville,Bronx,12/1/20,0,0,4
Schuylerville,Bronx,1/1/21,0,0,4
Schuylerville,Bronx,2/1/21,0,0,4
Schuylerville,Bronx,3/1/21,0,0,4
Schuylerville,Bronx,4/1/21,0,0,1
Schuylerville,Bronx,5/1/21,0,0,1
Schuylerville,Bronx,6/1/21,0,0,9
Schuylerville,Bronx,7/1/21,0,0,4
Schuylerville,Bronx,8/1/21,0,0,5
Schuylerville,Bronx,9/1/21,0,0,3
Schuylerville,Bronx,10/1/21,0,0,4
Schuylerville,Bronx,11/1/21,0,0,1
Schuylerville,Bronx,12/1/21,0,0,2
Schuylerville,Bronx,1/1/22,0,0,0
Schuylerville,Bronx,2/1/22,0,0,2
Schuylerville,Bronx,3/1/22,0,0,3
Seagate,Brooklyn,1/1/19,0,0,2
Seagate,Brooklyn,2/1/19,0,0,0
Seagate,Brooklyn,3/1/19,0,0,0
Seagate,Brooklyn,4/1/19,0,0,0
Seagate,Brooklyn,5/1/19,0,0,2
Seagate,Brooklyn,6/1/19,0,0,2
Seagate,Brooklyn,7/1/19,0,0,1
Seagate,Brooklyn,8/1/19,0,0,2
Seagate,Brooklyn,9/1/19,0,0,0
Seagate,Brooklyn,10/1/19,0,0,0
Seagate,Brooklyn,11/1/19,0,0,0
Seagate,Brooklyn,12/1/19,0,0,0
Seagate,Brooklyn,1/1/20,0,0,1
Seagate,Brooklyn,2/1/20,0,0,1
Seagate,Brooklyn,3/1/20,0,0,1
Seagate,Brooklyn,4/1/20,0,0,0
Seagate,Brooklyn,5/1/20,0,0,1
Seagate,Brooklyn,6/1/20,0,0,2
Seagate,Brooklyn,7/1/20,0,0,2
Seagate,Brooklyn,8/1/20,0,0,0
Seagate,Brooklyn,9/1/20,0,0,0
Seagate,Brooklyn,10/1/20,0,0,1
Seagate,Brooklyn,11/1/20,0,0,2
Seagate,Brooklyn,12/1/20,0,0,1
Seagate,Brooklyn,1/1/21,0,0,1
Seagate,Brooklyn,2/1/21,0,0,0
Seagate,Brooklyn,3/1/21,0,0,1
Seagate,Brooklyn,4/1/21,0,0,1
Seagate,Brooklyn,5/1/21,0,0,2
Seagate,Brooklyn,6/1/21,0,0,1
Seagate,Brooklyn,7/1/21,0,0,1
Seagate,Brooklyn,8/1/21,0,0,3
Seagate,Brooklyn,9/1/21,0,0,5
Seagate,Brooklyn,10/1/21,0,0,6
Seagate,Brooklyn,11/1/21,0,0,7
Seagate,Brooklyn,12/1/21,0,0,3
Seagate,Brooklyn,1/1/22,0,0,1
Seagate,Brooklyn,2/1/22,0,0,0
Seagate,Brooklyn,3/1/22,0,0,0
Sheepshead Bay,Brooklyn,1/1/19,0.133,1750,181
Sheepshead Bay,Brooklyn,2/1/19,0.145,1750,179
Sheepshead Bay,Brooklyn,3/1/19,0.082,1800,219
Sheepshead Bay,Brooklyn,4/1/19,0.195,1800,220
Sheepshead Bay,Brooklyn,5/1/19,0.137,1925,256
Sheepshead Bay,Brooklyn,6/1/19,0.116,1835,241
Sheepshead Bay,Brooklyn,7/1/19,0.185,1835,189
Sheepshead Bay,Brooklyn,8/1/19,0.276,2000,170
Sheepshead Bay,Brooklyn,9/1/19,0.178,1998,163
Sheepshead Bay,Brooklyn,10/1/19,0.128,1845,125
Sheepshead Bay,Brooklyn,11/1/19,0.148,1950,115
Sheepshead Bay,Brooklyn,12/1/19,0.115,1950,113
Sheepshead Bay,Brooklyn,1/1/20,0.179,2185,117
Sheepshead Bay,Brooklyn,2/1/20,0.155,1900,116
Sheepshead Bay,Brooklyn,3/1/20,0.147,1850,109
Sheepshead Bay,Brooklyn,4/1/20,0.11,2255,82
Sheepshead Bay,Brooklyn,5/1/20,0.188,2005,96
Sheepshead Bay,Brooklyn,6/1/20,0.096,2025,114
Sheepshead Bay,Brooklyn,7/1/20,0.148,2000,122
Sheepshead Bay,Brooklyn,8/1/20,0.105,2010,133
Sheepshead Bay,Brooklyn,9/1/20,0.203,1875,158
Sheepshead Bay,Brooklyn,10/1/20,0.096,1900,178
Sheepshead Bay,Brooklyn,11/1/20,0.122,1990,189
Sheepshead Bay,Brooklyn,12/1/20,0.173,1900,173
